Date,Count
2021-02-13,10921.0
2021-02-14,17471.0
2021-02-15,17471.0
2021-02-16,17471.0
2021-02-17,17803.0
2021-02-18,21316.0
2021-02-19,24726.0
2021-02-20,29445.0
